id,Pclass,Sex,Age,Age_wiki,Class,SibSp,Parch,Fare,Cabin,Embarked,Hometown,Boarded,Destination,Lifeboat,WikiId,Survived
993,2,male,27.0,28.0,2.0,1,0,26.0,,S,"Bromsgrove, Worcestershire, England",Southampton,"Montreal, Quebec, Canada",,591.0,
994,3,male,,20.0,3.0,0,0,7.75,,Q,"Donoughmore, Cork, Ireland",Queenstown,New York City,,812.0,
995,3,male,26.0,26.0,3.0,0,0,7.775,,S,"Kvarnaryd, Småland, Sweden",Southampton,"New Haven, Connecticut, US",15,900.0,
996,3,female,16.0,16.0,3.0,1,1,8.5167,,C,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US",14,1249.0,
997,3,male,28.0,28.0,3.0,0,0,22.525,,S,"Bergen, Norway",Southampton,New York City,,874.0,
998,3,male,21.0,21.0,3.0,0,0,7.8208,,Q,"Kingwilliamstown, Cork, Ireland",Queenstown,New York City,13,694.0,
999,3,male,,24.0,3.0,0,0,7.75,,Q,"Ballinascreen, Tipperary, Ireland",Queenstown,"Troy, New York, US",14,1167.0,
1000,3,male,,37.0,3.0,0,0,8.7125,,S,"Unknown, Russia",Cherbourg,"Chicago, Illinois, US",,1298.0,
1001,2,male,18.5,19.0,1.0,0,0,13.0,F,S,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",,3.0,
1002,2,male,41.0,42.0,2.0,0,0,15.0458,,C,New York City,Southampton,New York City,,572.0,
1003,3,female,,20.0,3.0,0,0,7.7792,,Q,"Cork, Cork, Ireland",Queenstown,New York City,?,1206.0,
1004,1,female,36.0,36.0,1.0,0,0,31.6792,A29,C,"New York, New York, US",Cherbourg,"New York, New York, US",,109.0,
1005,3,female,18.5,22.0,3.0,0,0,7.2833,,Q,"Ovens, Cork, Ireland",Queenstown,"Roxbury, Massachusetts, US",,695.0,
1006,1,female,63.0,63.0,1.0,1,0,221.7792,C55 C57,S,"New York, New York, US",Southampton,"New York, New York, US",,287.0,
1007,3,male,18.0,18.0,3.0,1,0,14.4542,,C,"Agios Sostis, Peloponnese, Greece",Cherbourg,New York City,,725.0,
1008,3,male,,34.0,3.0,0,0,6.4375,,C,"Unknown, Unknown",Cherbourg,"Columbus, Ohio, US",,1251.0,
1009,3,female,1.0,1.0,3.0,1,1,16.7,G6,S,"Motala, Östergötland, Sweden",Southampton,"San Francisco, US",13,1194.0,
1010,1,male,36.0,36.0,1.0,0,0,75.2417,C6,C,"Fergus, Ontario, Canada",Southampton,"Fergus, Ontario, Canada",A[64],25.0,
1011,2,female,29.0,28.0,2.0,1,0,26.0,,S,"Liskeard, Cornwall, England",Southampton,"Spokane, Washington, US",,374.0,
1012,2,female,12.0,12.0,2.0,0,0,15.75,,S,"Aberdeen, Aberdeenshire, Scotland",Southampton,"Portland, Oregon, US",9,589.0,
1013,3,male,,24.0,3.0,1,0,7.75,,Q,"Jersey City, New Jersey, US",Queenstown,"Jersey City, New Jersey, US",,935.0,
1014,1,female,35.0,35.0,1.0,1,0,57.75,C28,C,"Hamburg, German Empire[note 2]",Southampton,"New York, New York, US",11,255.0,
1015,3,male,28.0,28.0,3.0,0,0,7.25,,S,"Southampton, Hampshire, England",Southampton,New York City,,718.0,
1016,3,male,,24.0,3.0,0,0,7.75,,Q,"Watergate, Limerick, Ireland",Queenstown,New York City,15?,932.0,
1017,3,female,17.0,16.0,3.0,0,1,16.1,,S,"Bournemouth, Dorset, England",Southampton,"Newark, New Jersey, US",12,748.0,
1018,3,male,22.0,22.0,3.0,0,0,7.7958,,S,"Norrköping, Östergötland, Sweden",Southampton,"Worcester, Massachusetts, US",,692.0,
1019,3,female,,26.0,3.0,2,0,23.25,,Q,"Carrickatane, Tyrone, Ireland",Queenstown,"Brooklyn, New York, US",16,1009.0,
1020,2,male,42.0,42.0,2.0,0,0,13.0,,S,"London, England",Southampton,New York City,,350.0,
1021,3,male,24.0,24.0,3.0,0,0,8.05,,S,"London, England",Southampton,New York City,,1129.0,
1022,3,male,32.0,32.0,3.0,0,0,8.05,,S,"Arboretum, Worcestershire, England",Southampton,"Gloversville, New York, US",,1228.0,
1023,1,male,53.0,53.0,1.0,0,0,28.5,C51,C,"Washington, DC, US",Southampton,"Washington, DC, US",B,134.0,
1024,3,female,,40.0,3.0,0,4,25.4667,,S,"Liévin, Pas-de-Calais, France",Southampton,"Mystic, Iowa, US",,962.0,
1025,3,male,,31.0,3.0,1,0,6.4375,,C,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US",,1248.0,
1026,3,male,43.0,43.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,"Tulsa, Oklahoma, US",,781.0,
1027,3,male,24.0,24.0,3.0,0,0,7.8542,,S,"Göteborg, Västergötland, Sweden",Southampton,"Huntley, Illinois, US",,715.0,
1028,3,male,26.5,22.0,3.0,0,0,7.225,,C,"Kiğı, Turkey",Cherbourg,"Brantford, Ontario, Canada",,1313.0,
1029,2,male,26.0,26.0,2.0,0,0,13.0,,S,"Newark, New Jersey, US",Southampton,"Newark, New Jersey, US",,560.0,
1030,3,female,23.0,24.0,3.0,0,0,8.05,,S,"Mogilev, Belarus",Southampton,New York City,13,789.0,
1031,3,male,40.0,42.0,3.0,1,6,46.9,,S,"Fulham, England",Southampton,"Niagara Falls, New York, US",,831.0,
1032,3,female,10.0,12.0,3.0,5,2,46.9,,S,"Fulham, England",Southampton,"Niagara Falls, New York, US",,836.0,
1033,1,female,33.0,33.0,1.0,0,0,151.55,,S,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",8,6.0,
1034,1,male,61.0,61.0,1.0,1,3,262.375,B57 B59 B63 B66,C,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US",,246.0,
1035,2,male,28.0,28.0,2.0,0,0,26.0,,S,"London, England, UK",Southampton,New York City,,341.0,
1036,1,male,42.0,42.0,1.0,0,0,26.55,,S,"Jordanstorp, Södermanland, Sweden",Southampton,"New York, New York, US",,186.0,
1037,3,male,31.0,31.0,3.0,3,0,18.0,,S,"Zwevezele, Belgium",Southampton,"Fremont, Ohio, US",,1279.0,
1038,1,male,,44.0,1.0,0,0,51.8625,E46,S,"Brighton, Massachusetts, US",Southampton,"Brighton, Massachusetts, US",,158.0,
1039,3,male,22.0,22.0,3.0,0,0,8.05,,S,"Pontardawe, West Glamorgan, Wales",Southampton,"Pontiac, Michigan, US",,761.0,
1040,1,male,,59.0,1.0,0,0,26.55,,S,"Roachdale, Indiana, US",Southampton,"Roachdale, Indiana, US",,85.0,
1041,2,male,30.0,35.0,2.0,1,1,26.0,,S,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US",,482.0,
1042,1,female,23.0,,,0,1,83.1583,C54,C,,,,,,
1043,3,male,,30.0,3.0,0,0,7.8958,,C,"Gabrovo, Bulgaria",Cherbourg,"Madison, Wisconsin, US",,1005.0,
1044,3,male,60.5,51.0,3.0,0,0,,,S,"Liverpool, Merseyside, England,",Southampton,New York City,,1233.0,
1045,3,female,36.0,36.0,3.0,0,2,12.1833,,S,"Salmunds, Gotland, Sweden",Southampton,"Los Angeles, US",,943.0,
1046,3,male,13.0,13.0,3.0,4,2,31.3875,,S,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US",,650.0,
1047,3,male,24.0,19.0,3.0,0,0,7.55,,S,"Saint Sampson, Guernsey, Channel Islands, England",Southampton,"Albion, New York, US",D,790.0,
1048,1,female,29.0,31.0,1.0,0,0,221.7792,C97,S,"New York, New York, US",Southampton,"New York, New York, US",8,288.0,
1049,3,female,23.0,,,0,0,7.8542,,S,,,,,,
1050,1,male,42.0,42.0,1.0,0,0,26.55,D22,S,"London, England, UK",Southampton,"Toronto, Ontario, Canada",,37.0,
1051,3,female,26.0,26.0,3.0,0,2,13.775,,S,"Southampton, Hampshire, England",Southampton,"Elizabeth, New Jersey, US",,1118.0,
1052,3,female,,17.0,3.0,0,0,7.7333,,Q,"Kilcogy, Cavan, Ireland",Queenstown,New York City,13,1224.0,
1053,3,male,7.0,8.0,3.0,1,1,15.2458,,C,"Tibnin, Lebanon",Cherbourg,"Dowagiac, Michigan, US",C,1265.0,
1054,2,female,26.0,26.0,2.0,0,0,13.5,,S,"Yeovil, Somerset, England",Southampton,"Cottage Grove, Oregon, US",9,606.0,
1055,3,male,,32.0,3.0,0,0,7.0,,S,"London, England",Southampton,New York City,,1121.0,
1056,2,male,41.0,28.0,2.0,0,0,13.0,,S,"Scheyern, Bavaria, German Empire[note 2]",Southampton,"St. Cloud, Minnesota, US",,537.0,
1057,3,female,26.0,26.0,3.0,1,1,22.025,,S,"Zürich, Switzerland",Southampton,"Milwaukee, Wisconsin, US",2,939.0,
1058,1,male,48.0,48.0,1.0,0,0,50.4958,B10,C,"Omaha, Nebraska, US",Cherbourg,"Omaha, Nebraska, US",,40.0,
1059,3,male,18.0,18.0,3.0,2,2,34.375,,S,"Rotherfield, East Sussex, England",Southampton,"Essex County, New Jersey, US",,816.0,
1060,1,female,,36.0,1.0,0,0,27.7208,,C,"New York, New York, US",Cherbourg,"New York, New York, US",5,65.0,
1061,3,female,22.0,22.0,3.0,0,0,8.9625,,S,"Stora Tuna, Sweden",Southampton,"Evanston, Illinois, US",C,867.0,
1062,3,male,,26.0,3.0,0,0,7.55,,S,"Edinburgh, Scotland",Southampton,New York City,,948.0,
1063,3,male,27.0,27.0,3.0,0,0,7.225,,C,"Kiğı, Turkey",Cherbourg,"Brantford, Ontario, Canada",,1312.0,
1064,3,male,23.0,23.0,3.0,1,0,13.9,,S,"New Haven, Connecticut, US",Southampton,"New Haven, Connecticut, US",,792.0,
1065,3,male,,20.0,3.0,0,0,7.2292,,C,"Unknown, Syria",Cherbourg,New York City,,1261.0,
1066,3,male,40.0,40.0,3.0,1,5,31.3875,,S,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US",,648.0,
1067,2,female,15.0,15.0,2.0,0,2,39.0,,S,"Cape Town, South Africa, UK",Southampton,"Seattle, Washington, US",14,357.0,
1068,2,female,20.0,20.0,2.0,0,0,36.75,,S,"St. Ives, Cornwall, England",Southampton,"Hancock, Michigan, US",11,565.0,
1069,1,male,54.0,54.0,1.0,1,0,55.4417,C116,C,"Newark, New Jersey, US",Cherbourg,"Newark, New Jersey, US",1,279.0,
1070,2,female,36.0,35.0,2.0,0,3,39.0,F4,S,"Guntur, Madras Province, British India[note 3]",Southampton,"Benton Harbor, Michigan, US",11,342.0,
1071,1,female,64.0,64.0,1.0,0,2,83.1583,E45,C,"Lakewood, New Jersey, US",Cherbourg,"Lakewood, New Jersey, US",14,81.0,
1072,2,male,30.0,32.0,2.0,0,0,13.0,,S,"Sarnia, Ontario, Canada",Southampton,"Sarnia, Ontario, Canada",,506.0,
1073,1,male,37.0,37.0,1.0,1,1,83.1583,E52,C,"Lakewood, New Jersey, US",Cherbourg,"Lakewood, New Jersey, US",,83.0,
1074,1,female,18.0,18.0,1.0,1,0,53.1,D30,S,"New York, New York, US",Southampton,"New York, New York, US",10,197.0,
1075,3,male,,16.0,3.0,0,0,7.75,,Q,"Limerick, Limerick, Ireland",Queenstown,New York City,,955.0,
1076,1,female,27.0,27.0,1.0,1,1,247.5208,B58 B60,C,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",6,103.0,
1077,2,male,40.0,36.0,2.0,0,0,16.0,,S,"Weston-super-Mare, North Somerset, England",Southampton,"Moose Jaw, Saskatchewan, Canada",,504.0,
1078,2,female,21.0,21.0,2.0,0,1,21.0,,S,"Ilfracombe, Devon, England",Southampton,"New Brighton, Pennsylvania, US",12,539.0,
1079,3,male,17.0,17.0,3.0,2,0,8.05,,S,"West Bromwich, Staffordshire, England",Southampton,"Pontiac, Michigan, US",,764.0,
1080,3,female,,10.0,3.0,8,2,69.55,,S,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US",,1182.0,
1081,2,male,40.0,40.0,2.0,0,0,13.0,,S,"Barre, Vermont, US",Southampton,"Barre, Vermont, US",,582.0,
1082,2,male,34.0,32.0,2.0,1,0,26.0,,S,"Warwick, Warwickshire, England",Southampton,New York City,,331.0,
1083,1,male,,43.0,1.0,0,0,26.0,,S,"New York, New York, US",Cherbourg,"New York, New York, US",1,254.0,
1084,3,male,11.5,9.0,3.0,1,1,14.5,,S,"London, England",Southampton,"North Wales, Pennsylvania, US",,1271.0,
1085,2,male,61.0,61.0,2.0,0,0,12.35,,Q,"Chelsea, Michigan, US",Southampton,"Chelsea, Michigan, US",,494.0,
1086,2,male,8.0,8.0,2.0,0,2,32.5,,S,"Greenport, New York, US",Southampton,"Greenport, New York, US",10,405.0,
1087,3,male,33.0,33.0,3.0,0,0,7.8542,,S,"Göteborg, Västergötland, Sweden",Southampton,New York City,,921.0,
1088,1,male,6.0,6.0,1.0,0,2,134.5,E34,C,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US",3,272.0,
1089,3,female,18.0,18.0,3.0,0,0,7.775,,S,"Lysvik, Värmland, Sweden",Southampton,"Missoula, Montana, US",D,1069.0,
1090,2,male,23.0,23.0,2.0,0,0,10.5,,S,"Saint Peter Port, Guernsey, Channel Islands",Southampton,New York City,,335.0,
1091,3,female,,62.0,3.0,0,0,8.1125,,S,"Haugesund, Rogaland, Norway",Southampton,"Centerville, South Dakota, US",,1141.0,
1092,3,female,,34.0,3.0,0,0,15.5,,Q,"Dublin, Ireland",Queenstown,New York City,16,1052.0,
1093,3,male,0.33,0.33,3.0,0,2,14.4,,S,"Göteborg, Västergötland, Sweden",Southampton,"Stanton, Iowa, US",,758.0,
1094,1,male,47.0,47.0,1.0,1,0,227.525,C62 C64,C,"New York, New York, US",Cherbourg,"New York, New York, US",,15.0,
1095,2,female,8.0,8.0,2.0,1,1,26.0,,S,"Plymouth, Devon, England",Southampton,"Detroit, Michigan, US",11,546.0,
1096,2,male,25.0,30.0,2.0,0,0,10.5,,S,"Redruth, Cornwall, England",Southampton,"Houghton, Michigan, US",,330.0,
1097,1,male,,29.0,1.0,0,0,25.7417,,C,"Le Havre, France",Cherbourg,"New York, New York, US",7,219.0,
1098,3,female,35.0,42.0,3.0,0,0,7.75,,Q,"Terry, Mayo, Ireland",Queenstown,"Chicago, Illinois, US",,1015.0,
1099,2,male,24.0,25.0,2.0,0,0,10.5,,S,"London, England",Southampton,"Port Byron, New York, US",9,382.0,
1100,1,female,33.0,34.0,1.0,0,0,27.7208,A11,C,"Paris, France",Cherbourg,"Cincinnati, Ohio, US",11,240.0,
1101,3,male,25.0,25.0,3.0,0,0,7.8958,,S,"Bakić, Bosnia",Southampton,"Harrisburg, Pennsylvania, US",,774.0,
1102,3,male,32.0,33.0,3.0,0,0,22.525,,S,"Bergen, Norway",Southampton,New York City,,630.0,
1103,3,male,,34.0,3.0,0,0,7.05,,S,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",15,806.0,
1104,2,male,17.0,20.0,2.0,0,0,73.5,,S,"Fritham, Hampshire, England, UK",Southampton,"Boston, Massachusetts, US",,395.0,
1105,2,female,60.0,60.0,2.0,1,0,26.0,,S,"Swindon, Wiltshire, England",Southampton,"Idaho, US",,461.0,
1106,3,female,38.0,38.0,3.0,4,2,7.775,,S,"Vadsbro, Sörmland, Sweden",Southampton,"Manistee, Michigan, US",,640.0,
1107,1,male,42.0,42.0,1.0,0,0,42.5,B11,S,"Chelsea, London, England, UK",Southampton,"New York, New York, US",,157.0,
1108,3,female,,20.0,3.0,0,0,7.8792,,Q,"Derrymartin, Mayo, Ireland",Queenstown,New York City,,995.0,
1109,1,male,57.0,58.0,1.0,1,1,164.8667,,S,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US",,313.0,
1110,1,female,50.0,50.0,1.0,1,1,211.5,C80,C,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",4,318.0,
1111,3,male,,36.0,3.0,0,0,8.05,,S,"Unknown, Scotland",Southampton,New York City,,1253.0,
1112,2,female,30.0,30.0,2.0,1,0,13.8583,,C,"Barcelona, Catalonia, Spain",Cherbourg,"Havana, Cuba",12,406.0,
1113,3,male,21.0,21.0,3.0,0,0,8.05,,S,"London, England",Southampton,"Toronto, Ontario, Canada",,1145.0,
1114,2,female,22.0,22.0,2.0,0,0,10.5,F33,S,"Oxford, Oxfordshire, England",Southampton,New York City,14,386.0,
1115,3,male,21.0,21.0,3.0,0,0,7.7958,,S,"Oskarshamn, Kalmar, Sweden",Southampton,"Brooklyn, New York, US",13,920.0,
1116,1,female,53.0,53.0,1.0,0,0,27.4458,,C,"Washington, DC, US",Cherbourg,"Washington, DC, US",6,49.0,
1117,3,female,,24.0,3.0,0,2,15.2458,,C,"Hardîne, Lebanon",Cherbourg,"Houtzdale, Pennsylvania, US",C,1044.0,
1118,3,male,23.0,23.0,3.0,0,0,7.7958,,S,"Oskarshamn, Kalmar, Sweden",Southampton,"Minneapolis, Minnesota, US",13,655.0,
1119,3,female,,27.0,3.0,0,0,7.75,,Q,"Trien, Roscommon, Ireland",Queenstown,New York City,,1019.0,
1120,3,male,40.5,39.0,3.0,0,0,15.1,,S,"Bristol, Avon, England",Southampton,"Troy, New York, US",,803.0,
1121,2,male,36.0,36.0,2.0,0,0,13.0,,S,"Devonport, Devon, England",Southampton,"Middletown, Connecticut, US",,454.0,
1122,2,male,14.0,14.0,2.0,0,0,65.0,,S,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US",,574.0,
1123,1,female,21.0,21.0,1.0,0,0,26.55,,S,"Duluth, Minnesota, US",Southampton,"Duluth, Minnesota, US",8,321.0,
1124,3,male,21.0,21.0,3.0,1,0,6.4958,,S,"Vaasa, Finland",Southampton,"Montreal, Quebec, Canada",,1296.0,
1125,3,male,,21.0,3.0,0,0,7.8792,,Q,"Boherbue, Cork, Ireland",Queenstown,New York City,,978.0,
1126,1,male,39.0,39.0,1.0,1,0,71.2833,C85,C,"New York, New York, US",Cherbourg,"New York, New York, US",,89.0,
1127,3,male,20.0,29.0,3.0,0,0,7.8542,,S,"Östra Sallerup, Skåne, Sweden",Southampton,"St. Paul, Minnesota, US",,1285.0,
1128,1,male,64.0,63.0,1.0,1,0,75.25,D37,C,"Portland, Oregon, US",Cherbourg,"Portland, Oregon, US",,305.0,
1129,3,male,20.0,20.0,3.0,0,0,7.225,,C,"Unknown, Lebanon",Cherbourg,New York City,,662.0,
1130,2,female,18.0,18.0,2.0,1,1,13.0,,S,"Joensuu, Finland, Russian Empire[note 6]",Southampton,"Detroit, Michigan, US",,450.0,
1131,1,female,48.0,48.0,1.0,1,0,106.425,C86,C,"Minneapolis, Minnesota, US",Cherbourg,"Minneapolis, Minnesota, US",2,101.0,
1132,1,female,55.0,55.0,1.0,0,0,27.7208,,C,"Stockholm, Sweden",Cherbourg,"New York, New York, US",6,187.0,
1133,2,female,45.0,45.0,2.0,0,2,30.0,,S,"London, England, UK",Southampton,"Montreal, Quebec, Canada",12,375.0,
1134,1,male,45.0,45.0,1.0,1,1,134.5,E34,C,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US",3,269.0,
1135,3,male,,34.0,3.0,0,0,7.8875,,S,"Manchester, England",Southampton,"Springfield, Massachusetts, US",C,880.0,
1136,3,male,,8.0,3.0,1,2,23.45,,S,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US",,909.0,
1137,1,male,41.0,41.0,1.0,1,0,51.8625,D21,S,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US",,176.0,
1138,2,female,22.0,28.0,2.0,0,0,21.0,,S,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US",,474.0,
1139,2,male,42.0,42.0,2.0,1,1,32.5,,S,"Greenport, New York, US",Southampton,"Greenport, New York, US",,403.0,
1140,2,female,29.0,29.0,2.0,1,0,26.0,,S,"Porthoustock, Cornwall, England",Southampton,"Sacramento, California, US",10,457.0,
1141,3,female,,20.0,3.0,1,0,14.4542,,C,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US",,934.0,
1142,2,female,0.92,0.83,2.0,1,2,27.75,,S,"Bournemouth, Dorset, England",Southampton,"Gainesville, Florida, US",10,599.0,
1143,3,male,20.0,20.0,3.0,0,0,7.925,,S,"Dalsbruk, Finland",Southampton,"Hoboken, New Jersey, US",15,615.0,
1144,1,male,27.0,27.0,1.0,1,0,136.7792,C89,C,"Los Angeles, California, US",Cherbourg,"Los Angeles, California, US",,77.0,
1145,3,male,24.0,24.0,3.0,0,0,9.325,,S,"Genevad, Halland, Sweden",Southampton,"Red Wing, Minnesota, US",,1185.0,
1146,3,male,32.5,27.0,3.0,0,0,9.5,,S,"Vienna, Austria",Southampton,New York City,,980.0,
1147,3,male,,20.0,3.0,0,0,7.55,,S,"London, England",Southampton,"Rochester, New York, US",,991.0,
1148,3,male,,22.0,3.0,0,0,7.75,,Q,"Currowhunane, Sligo, Ireland",Queenstown,"Patterson, New Jersey, US",,1021.0,
1149,3,male,28.0,28.0,3.0,0,0,8.05,,S,"Västra Bogane, Orust Island, Sweden",Southampton,New York City,,1067.0,
1150,2,female,19.0,19.0,2.0,0,0,13.0,,S,"Rochester, New York, US",Southampton,"Rochester, New York, US",12,347.0,
1151,3,male,21.0,21.0,3.0,0,0,7.775,,S,"Krøkstad, Ski, Norway",Southampton,"Chicago, Illinois, US",15,1026.0,
1152,3,male,36.5,36.0,3.0,1,0,17.4,,S,"Tampico, Montana, US",Southampton,"Tampico, Montana, US",15,766.0,
1153,3,male,21.0,21.0,3.0,0,0,7.8542,,S,"Hörby, Skåne, Sweden",Southampton,"St. Paul, Minnesota, US",,1068.0,
1154,2,female,29.0,29.0,2.0,0,2,23.0,,S,"Heamoor, Cornwall, England",Southampton,"Akron, Ohio, US",14,593.0,
1155,3,female,1.0,1.0,3.0,1,1,12.1833,,S,"Grimshut, Småland, Sweden",Southampton,New York City,,945.0,
1156,2,male,30.0,34.0,2.0,0,0,12.7375,,C,"Milford, New Hampshire, US",Southampton,"Milford, New Hampshire, US",14,543.0,
1157,3,male,,44.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,"Coon Rapids, Iowa, US",,990.0,
1158,1,male,,40.0,1.0,0,0,0.0,,S,"Belfast, Ireland, UK",Belfast,"New York, New York, US",,76.0,
1159,3,male,,30.0,3.0,0,0,7.55,,S,"Portsmouth, Hampshire, England",Southampton,New York City,,1290.0,
1160,3,female,,27.0,3.0,0,0,8.05,,S,"North Walsham, Norfolk, England",Southampton,"Albion, Michigan, US",C,877.0,
1161,3,male,17.0,17.0,3.0,0,0,8.6625,,S,"Bukovac, Croatia",Southampton,"Chicago, Illinois, US",,1137.0,
1162,1,male,46.0,46.0,1.0,0,0,75.2417,C6,C,"Vancouver, British Columbia, Canada",Southampton,"Vancouver, British Columbia, Canada",,199.0,
1163,3,male,,28.0,3.0,0,0,7.75,,Q,"Mullingar, Westmeath, Ireland",Queenstown,New York City,,819.0,
1164,1,female,26.0,26.0,1.0,1,0,136.7792,C89,C,"Los Angeles, California, US",Cherbourg,"Los Angeles, California, US",4,78.0,
1165,3,female,,18.0,3.0,1,0,15.5,,Q,"Ballymahon, Longford, Ireland",Queenstown,New York City,,969.0,
1166,3,male,,20.0,3.0,0,0,7.225,,C,"Sir'Al, Lebanon",Cherbourg,New York City,,1063.0,
1167,2,female,20.0,20.0,2.0,1,0,26.0,,S,"Skara, Västergötland, Sweden",Southampton,"Rockford, Illinois, US",12,359.0,
1168,2,male,28.0,28.0,2.0,0,0,10.5,,S,"Guernsey, Channel Islands",Southampton,New York City,,533.0,
1169,2,male,40.0,40.0,2.0,1,0,26.0,,S,"Liverpool, Merseyside, England, UK",Southampton,"Philadelphia, Pennsylvania, US",,411.0,
1170,2,male,30.0,45.0,2.0,1,0,21.0,,S,"Bristol, Avon, England",Southampton,"New Britain, Connecticut, US",,584.0,
1171,2,male,22.0,22.0,2.0,0,0,10.5,,S,"London, England",Southampton,"North Bergen, New Jersey, US",13,529.0,
1172,3,female,23.0,23.0,3.0,0,0,8.6625,,S,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US",,1100.0,
1173,3,male,0.75,0.58,3.0,1,1,13.775,,S,"Southampton, Hampshire, England",Southampton,"Elizabeth, New Jersey, US",,1120.0,
1174,3,female,,22.0,3.0,0,0,7.75,,Q,"Carrowskehine, Mayo, Ireland",Queenstown,New York City,,808.0,
1175,3,female,9.0,9.0,3.0,1,1,15.2458,,C,"Tibnin, Lebanon",Cherbourg,"Dowagiac, Michigan, US",C,1264.0,
1176,3,female,2.0,2.0,3.0,1,1,20.2125,,S,"Suistamo, Finland",Southampton,"Astoria, Oregon, US",,1163.0,
1177,3,male,36.0,26.0,3.0,0,0,7.25,,S,"Week St Mary, Cornwall, England",Southampton,"Saskatoon, Saskatchewan, Canada",,776.0,
1178,3,male,,38.0,3.0,0,0,7.25,,S,"Wellingborough, Northamptonshire, England",Cherbourg,Canada,,804.0,
1179,1,male,24.0,24.0,1.0,1,0,82.2667,B45,S,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US",7,267.0,
1180,3,male,,25.0,3.0,0,0,7.2292,F E46,C,"Kiğı, Turkey",Cherbourg,"Brantford, Ontario, Canada",,1001.0,
1181,3,male,,22.0,3.0,0,0,8.05,,S,"Bridgwater, Somerset, England",Southampton,"Elmira, New York, US",,813.0,
1182,1,male,,36.0,1.0,0,0,39.6,,S,"Paris, France",Southampton,"New York, New York, US",A,234.0,
1183,3,female,30.0,30.0,3.0,0,0,6.95,,Q,"Athlone, Westmeath, Ireland",Queenstown,New York City,15,754.0,
1184,3,male,,20.0,3.0,0,0,7.2292,,C,"Tebnine, Lebanon",Cherbourg,New York City,,1062.0,
1185,1,male,53.0,52.0,1.0,1,1,81.8583,A34,S,"San Francisco, California, US",Southampton,"San Francisco, California, US",13,97.0,
1186,3,male,36.0,36.0,3.0,0,0,9.5,,S,"Westrozebeke, Belgium",Southampton,"Detroit, Michigan, US",,1305.0,
1187,3,male,26.0,26.0,3.0,0,0,7.8958,,S,"Terziysko, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US",,643.0,
1188,2,female,1.0,1.0,2.0,1,2,41.5792,,C,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti",14,488.0,
1189,3,male,,40.0,3.0,2,0,21.6792,,C,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US",,1189.0,
1190,1,male,30.0,30.0,1.0,0,0,45.5,,S,"London, England, UK",Southampton,"New York, New York, US",,192.0,
1191,3,male,29.0,29.0,3.0,0,0,7.8542,,S,"Chicago, Illinois, US",Southampton,"Chicago, Illinois, US",,899.0,
1192,3,male,32.0,32.0,3.0,0,0,7.775,,S,"Lunna, Orust Island, Sweden",Southampton,"Manitowoc, Wisconsin, US",A,1098.0,
1193,2,male,,25.0,2.0,0,0,15.0458,D,C,"Paris, France",Cherbourg,New York City,,498.0,
1194,2,male,43.0,42.0,2.0,0,1,21.0,,S,"Ilfracombe, Devon, England",Southampton,"New Brighton, Pennsylvania, US",,538.0,
1195,3,male,24.0,24.0,3.0,0,0,8.6625,,S,"Bukovac, Croatia",Southampton,"Chicago, Illinois, US",,1138.0,
1196,3,female,,24.0,3.0,0,0,7.75,,Q,"Tipperary, Ireland",Queenstown,"Bayonne, New Jersey, US",?,1006.0,
1197,1,female,64.0,64.0,1.0,1,1,26.55,B26,S,"Milwaukee, Wisconsin, US",Southampton,"Milwaukee, Wisconsin, US",7,87.0,
